row_number,inning,half,pitcher,batter,ball_count,strike_count,pitch,result,outs,runner_1B,runner_2B,runner_3B,score,away_score,home_score,pitcher_pitch_count,gameid,game_date,pitcher_throw,batter_hit,batter_height,batter_position,Extension (ft),Pitch Time,Release Speed (mph),Spin Rate (rpm),Tilt,Induced Virtual Break (in),Horizontal Break (in),Vertical Approach Angle,Horizontal Approach Angle,Location Side (ft),Location Height (ft),Release Height (ft),Release Side (ft),Pitch Type,PitchType_Color,Handedness,Hit Type,Exit Velocity (mph),Launch Angle (°),Batter Name,Hit Time,Direction (°),Bearing (°),Distance (ft),Umpire
306,9,Top,Tom King,Ariel Pestano Jr.,0,0,Ball,,1,FALSE,FALSE,FALSE,Jan-00,1,0,4,624166,,R,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
307,9,Top,Tom King,Ariel Pestano Jr.,1,0,Ball,,1,FALSE,FALSE,FALSE,Jan-00,1,0,5,624166,,R,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
308,9,Top,Tom King,Ariel Pestano Jr.,2,0,Called Strike,,1,FALSE,FALSE,FALSE,Jan-00,1,0,6,624166,,R,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
309,9,Top,Tom King,Ariel Pestano Jr.,2,1,Called Strike,,1,FALSE,FALSE,FALSE,Jan-00,1,0,7,624166,,R,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
310,9,Top,Tom King,Ariel Pestano Jr.,2,2,Ball,,1,FALSE,FALSE,FALSE,Jan-00,1,0,8,624166,,R,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
311,9,Top,Tom King,Ariel Pestano Jr.,3,2,Foul,,1,FALSE,FALSE,FALSE,Jan-00,1,0,9,624166,,R,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
312,9,Top,Tom King,Ariel Pestano Jr.,3,2,,single,1,FALSE,FALSE,FALSE,Jan-00,1,0,10,624166,,R,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
313,9,Top,Tom King,Ariel Pestano Jr.,3,2,,double,1,TRUE,FALSE,FALSE,Jan-00,1,0,11,624166,,R,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
314,9,Top,Tom King,Benjamin Blackwell,0,0,Called Strike,,1,FALSE,TRUE,FALSE,Jan-00,1,0,12,624166,,R,R,,IF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
315,9,Top,Tom King,Benjamin Blackwell,0,1,Called Strike,,1,FALSE,TRUE,FALSE,Jan-00,1,0,13,624166,,R,R,,IF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
316,9,Top,Tom King,Benjamin Blackwell,0,2,,fly out,1,FALSE,FALSE,TRUE,Jan-00,1,0,14,624166,,R,R,,IF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
317,9,Top,Tom King,Jonathan Soto,0,0,Swinging Strike,,2,FALSE,FALSE,TRUE,Jan-00,1,0,15,624166,,R,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
318,9,Top,Tom King,Jonathan Soto,0,1,Called Strike,,2,FALSE,FALSE,TRUE,Jan-00,1,0,16,624166,,R,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
319,9,Top,Tom King,Jonathan Soto,0,2,Ball,,2,FALSE,FALSE,TRUE,Jan-00,1,0,17,624166,,R,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
320,9,Top,Tom King,Jonathan Soto,1,2,Ball,,2,FALSE,FALSE,TRUE,Jan-00,1,0,18,624166,,R,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
321,9,Top,Tom King,Jonathan Soto,2,2,,fly out,2,FALSE,FALSE,TRUE,Jan-00,1,0,19,624166,,R,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
322,9,Bottom,Frank Moscatiello,Alejandro De Aza,0,0,,fly out to left field,0,FALSE,FALSE,FALSE,Jan-00,1,0,30,624166,,R,L,,U,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
323,9,Bottom,Frank Moscatiello,Pearce Howard,0,0,Foul,,1,FALSE,FALSE,FALSE,Jan-00,1,0,31,624166,,R,L,3-Jun,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
324,9,Bottom,Frank Moscatiello,Pearce Howard,0,1,Ball,,1,FALSE,FALSE,FALSE,Jan-00,1,0,32,624166,,R,L,3-Jun,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
325,9,Bottom,Frank Moscatiello,Pearce Howard,1,1,Swinging Strike,,1,FALSE,FALSE,FALSE,Jan-00,1,0,33,624166,,R,L,3-Jun,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
326,9,Bottom,Frank Moscatiello,Pearce Howard,1,2,Ball,,1,FALSE,FALSE,FALSE,Jan-00,1,0,34,624166,,R,L,3-Jun,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
327,9,Bottom,Frank Moscatiello,Pearce Howard,2,2,Ball,,1,FALSE,FALSE,FALSE,Jan-00,1,0,35,624166,,R,L,3-Jun,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
328,9,Bottom,Frank Moscatiello,Pearce Howard,3,2,,Walk,1,FALSE,FALSE,FALSE,Jan-00,1,0,36,624166,,R,L,3-Jun,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
329,9,Bottom,Frank Moscatiello,Andy Valdes,0,0,Foul,,1,TRUE,FALSE,FALSE,Jan-00,1,0,37,624166,,R,S,,C,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
330,9,Bottom,Frank Moscatiello,Andy Valdes,0,1,Ball,,1,TRUE,FALSE,FALSE,Jan-00,1,0,38,624166,,R,S,,C,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
331,9,Bottom,Frank Moscatiello,Andy Valdes,1,1,,fly out to left field,1,TRUE,FALSE,FALSE,Jan-00,1,0,39,624166,,R,S,,C,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
332,9,Bottom,Frank Moscatiello,Gio Digiacomo,0,0,Called Strike,,2,TRUE,FALSE,FALSE,Jan-00,1,0,40,624166,,R,L,,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
333,9,Bottom,Frank Moscatiello,Gio Digiacomo,0,1,Swinging Strike,,2,TRUE,FALSE,FALSE,Jan-00,1,0,41,624166,,R,L,,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
334,9,Bottom,Frank Moscatiello,Gio Digiacomo,0,2,Ball,,2,TRUE,FALSE,FALSE,Jan-00,1,0,42,624166,,R,L,,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
335,9,Bottom,Frank Moscatiello,Gio Digiacomo,1,2,Ball,,2,FALSE,TRUE,FALSE,Jan-00,1,0,43,624166,,R,L,,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
336,9,Bottom,Frank Moscatiello,Gio Digiacomo,2,2,Foul,,2,FALSE,TRUE,FALSE,Jan-00,1,0,44,624166,,R,L,,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
337,9,Bottom,Frank Moscatiello,Gio Digiacomo,2,2,Ball,,2,FALSE,TRUE,FALSE,Jan-00,1,0,45,624166,,R,L,,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
338,9,Bottom,Frank Moscatiello,Gio Digiacomo,3,2,,single,2,FALSE,TRUE,FALSE,Jan-00,1,0,46,624166,,R,L,,OF,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
339,9,Bottom,Frank Moscatiello,Joe Suozzi,0,0,Ball,,2,TRUE,FALSE,FALSE,Jan-00,1,0,47,624166,,R,R,,1B,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
340,9,Bottom,Frank Moscatiello,Joe Suozzi,1,0,Swinging Strike,,2,TRUE,FALSE,FALSE,Jan-00,1,0,48,624166,,R,R,,1B,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
341,9,Bottom,Frank Moscatiello,Joe Suozzi,1,1,Foul,,2,TRUE,FALSE,FALSE,Jan-00,1,0,49,624166,,R,R,,1B,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
342,9,Bottom,Frank Moscatiello,Joe Suozzi,1,2,Swinging Strike,strike out,2,TRUE,FALSE,FALSE,Jan-00,1,0,50,624166,,R,R,,1B,,,,,,,,,,,,,,,,,,,,,,,,,Miguel De La Cruz Segura
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
